id,famid,trait1,ibdid,probnd,age
 106319,,  -0.5006248400000000E-01,   0.4400000000000000E+03,   0.0000000000000000E+00,   0.2800000000000000E+02,
 117324,,   0.1048240490000000E+00,   0.4480000000000000E+03,   0.0000000000000000E+00,   0.2400000000000000E+02,
 127731,,   0.1346078180000000E+00,   0.4470000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 124422,,  -0.6145332500000000E-01,   0.4460000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 660951,,  -0.1364488748000000E+01,   0.4530000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 378857,,   0.5709138000000000E+00,   0.4520000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 287248,,  -0.8426044000000001E-01,   0.4510000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 196952,,  -0.3096780350000000E+00,   0.4570000000000000E+03,   0.0000000000000000E+00,   0.2900000000000000E+02,
 188145,,  -0.3168450730000000E+00,   0.4560000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 857263,,  -0.4778514300000000E-01,   0.4630000000000000E+03,   0.0000000000000000E+00,   0.2200000000000000E+02,
 140420,,  -0.2274813500000000E-01,   0.4620000000000000E+03,   0.0000000000000000E+00,   0.2800000000000000E+02,
 103515,,  -0.1393927884000000E+01,   0.4610000000000000E+03,   0.0000000000000000E+00,   0.2800000000000000E+02,
 165840,,   0.1783613490000000E+00,   0.4690000000000000E+03,   0.0000000000000000E+00,   0.3500000000000000E+02,
 541943,,   0.3412588200000000E-01,   0.4680000000000000E+03,   0.0000000000000000E+00,   0.2800000000000000E+02,
 221319,,   0.2764347670000000E+00,   0.4670000000000000E+03,   0.0000000000000000E+00,   0.2800000000000000E+02,
 996782,,  -0.2341326070000000E+00,   0.4740000000000000E+03,   0.0000000000000000E+00,   0.2800000000000000E+02,
 872562,,   0.9882116540000000E+00,   0.4730000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 510225,,  -0.5709138000000000E+00,   0.4720000000000000E+03,   0.0000000000000000E+00,   0.2800000000000000E+02,
 759869,,   0.4974457170000000E+00,   0.4830000000000000E+03,   0.0000000000000000E+00,   0.3400000000000000E+02,
 445543,,  -0.1314292675000000E+01,   0.4820000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 108323,,   0.2669941250000000E+00,   0.4800000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 140117,,  -0.1376121471000000E+01,   0.4810000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 513130,,   0.4390613830000000E+00,   0.4870000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 134223,,  -0.6873962960000000E+00,   0.4860000000000000E+03,   0.0000000000000000E+00,   0.2900000000000000E+02,
 165234,,  -0.1102101786000000E+01,   0.4920000000000000E+03,   0.0000000000000000E+00,   0.2300000000000000E+02,
 130316,,  -0.7983241700000000E+00,   0.4900000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 727553,,   0.5951785330000000E+00,   0.4950000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 613538,,  -0.1022139113000000E+01,   0.5000000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 153025,,   0.1267205920000000E+01,   0.4990000000000000E+03,   0.0000000000000000E+00,   0.2200000000000000E+02,
 108121,,   0.4591896200000000E+00,   0.4980000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 833249,,  -0.1518626153000000E+01,   0.5050000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 580347,,   0.1773022097000000E+01,   0.5040000000000000E+03,   0.0000000000000000E+00,   0.2800000000000000E+02,
 156334,,  -0.5549229430000000E+00,   0.5030000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 760551,,  -0.2038438830000000E+00,   0.5090000000000000E+03,   0.0000000000000000E+00,   0.2900000000000000E+02,
 894067,,  -0.8268034800000000E+00,   0.5150000000000000E+03,   0.0000000000000000E+00,   0.3400000000000000E+02,
 822244,,   0.5917456600000000E-01,   0.5140000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 170631,,  -0.2458380220000000E+00,   0.5190000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 161630,,  -0.1533198880000000E+01,   0.5180000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 522434,,  -0.4550804900000000E-01,   0.5250000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 195849,,  -0.1325160367000000E+01,   0.5240000000000000E+03,   0.0000000000000000E+00,   0.2500000000000000E+02,
 128127,,  -0.9808255710000000E+00,   0.5230000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 162733,,  -0.3144542700000000E+00,   0.5280000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 899885,,   0.3944010940000000E+00,   0.5330000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 475855,,  -0.1123222491000000E+01,   0.5320000000000000E+03,   0.0000000000000000E+00,   0.2900000000000000E+02,
 178142,,  -0.7402222410000000E+00,   0.5310000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 153126,,   0.2444158253000000E+01,   0.5360000000000000E+03,   0.0000000000000000E+00,   0.2900000000000000E+02,
 771354,,   0.1868402498000000E+01,   0.5410000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 208630,,  -0.1586955666000000E+01,   0.5400000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 148133,,   0.1710820048000000E+01,   0.5390000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 436845,,   0.2646377110000000E+00,   0.5460000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 422632,,  -0.1025371730000000E+00,   0.5450000000000000E+03,   0.0000000000000000E+00,   0.2400000000000000E+02,
 132118,,   0.5602372760000000E+00,   0.5440000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 120414,,   0.2401367163000000E+01,   0.5490000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 715041,,   0.5735930820000000E+00,   0.5560000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 802844,,  -0.7796928510000000E+00,   0.5550000000000000E+03,   0.0000000000000000E+00,   0.2500000000000000E+02,
 295146,,   0.3529339860000000E+00,   0.5540000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 179952,,   0.1116880180000000E+00,   0.5530000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 195445,,   0.5026007400000000E+00,   0.5600000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 151425,,  -0.1071114740000000E+00,   0.5590000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 991267,,  -0.2263685476000000E+01,   0.5650000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 784565,,  -0.1701073323000000E+01,   0.5640000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 133019,,  -0.2182968735000000E+01,   0.5630000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 867468,,   0.1358741000000000E+01,   0.5720000000000000E+03,   0.0000000000000000E+00,   0.2300000000000000E+02,
 256540,,   0.1287781191000000E+01,   0.5710000000000000E+03,   0.0000000000000000E+00,   0.2200000000000000E+02,
 549757,,   0.6588659529999999E+00,   0.5700000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 123925,,   0.3312285330000000E+00,   0.5690000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 191841,,   0.2908664287000000E+01,   0.5760000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 181232,,  -0.2224591850000000E+00,   0.5750000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 586460,,   0.3919436930000000E+00,   0.5810000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 196750,,  -0.2401367163000000E+01,   0.5800000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 454140,,   0.1144856508000000E+01,   0.5860000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 186848,,   0.1968816610000000E+00,   0.5850000000000000E+03,   0.0000000000000000E+00,   0.2800000000000000E+02,
 168947,,   0.4290640850000000E+00,   0.5840000000000000E+03,   0.0000000000000000E+00,   0.2800000000000000E+02,
 583858,,  -0.4744083900000000E+00,   0.5910000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 179548,,  -0.5682386090000000E+00,   0.5900000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 135528,,   0.6673678370000000E+00,   0.5890000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 211922,,   0.2906423540000000E+00,   0.5970000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 143830,,   0.5789640510000000E+00,   0.5960000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 121719,,  -0.1089661982000000E+01,   0.5940000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 121921,,  -0.8077443800000000E+00,   0.5950000000000000E+03,   0.0000000000000000E+00,   0.3400000000000000E+02,
 136732,,  -0.2908664287000000E+01,   0.6020000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 118023,,  -0.6560425720000000E+00,   0.6010000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 107018,,  -0.2018327459000000E+01,   0.6000000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 153732,,  -0.1992013250000000E+00,   0.6070000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 129129,,   0.1619856259000000E+01,   0.6060000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 104012,,   0.4191094890000000E+00,   0.6050000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 145834,,  -0.1277249990000000E+00,   0.6110000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 102311,,  -0.6787793550000000E+00,   0.6100000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 510326,,   0.4693234230000000E+00,   0.6160000000000000E+03,   0.0000000000000000E+00,   0.2900000000000000E+02,
 500222,,  -0.7194408600000000E+00,   0.6150000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 189349,,  -0.3001465990000000E+00,   0.6140000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 656253,,  -0.1158098220000000E+01,   0.6190000000000000E+03,   0.0000000000000000E+00,   0.2800000000000000E+02,
 144125,,   0.1682050831000000E+01,   0.6220000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 352738,,  -0.1227590510000000E+01,   0.6290000000000000E+03,   0.0000000000000000E+00,   0.3400000000000000E+02,
 233326,,  -0.6673678370000000E+00,   0.6280000000000000E+03,   0.0000000000000000E+00,   0.3400000000000000E+02,
 148840,,  -0.1369034930000000E+00,   0.6270000000000000E+03,   0.0000000000000000E+00,   0.2300000000000000E+02,
 818859,,  -0.6532244109999999E+00,   0.6350000000000000E+03,   0.0000000000000000E+00,   0.3400000000000000E+02,
 792766,,  -0.5469806670000000E+00,   0.6340000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 146432,,   0.4215942090000000E+00,   0.6320000000000000E+03,   0.0000000000000000E+00,   0.3400000000000000E+02,
 339847,,   0.7106293110000000E+00,   0.6330000000000000E+03,   0.0000000000000000E+00,   0.2900000000000000E+02,
 689470,,  -0.2061668040000000E+00,   0.6380000000000000E+03,   0.0000000000000000E+00,   0.3600000000000000E+02,
 615744,,   0.2684698405000000E+01,   0.6430000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 200311,,  -0.1199097546000000E+01,   0.6420000000000000E+03,   0.0000000000000000E+00,   0.3400000000000000E+02,
 128935,,  -0.2364710740000000E+00,   0.6410000000000000E+03,   0.0000000000000000E+00,   0.3400000000000000E+02,
 704238,,  -0.1217982850000000E+01,   0.6480000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 453441,,  -0.3288266060000000E+00,   0.6470000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 414229,,  -0.1116880180000000E+00,   0.6460000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 581349,,   0.2505295460000000E+00,   0.6520000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 133928,,   0.7513299900000001E-01,   0.6510000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 917255,,   0.1714323150000000E+00,   0.6580000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 896879,,   0.1203778670000000E+01,   0.6570000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 144428,,  -0.1162669020000000E+00,   0.6550000000000000E+03,   0.0000000000000000E+00,   0.2500000000000000E+02,
 149337,,  -0.2274619000000000E-02,   0.6560000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 705341,,  -0.6989656420000000E+00,   0.6630000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 148032,,  -0.5689611500000000E-01,   0.6620000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 100408,,  -0.6115510300000000E+00,   0.6610000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 898176,,  -0.1868402498000000E+01,   0.6680000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 366042,,   0.1242218164000000E+01,   0.6670000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 158136,,   0.9625902830000000E+00,   0.6660000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 113619,,  -0.1830664498000000E+01,   0.6730000000000000E+03,   0.0000000000000000E+00,   0.3400000000000000E+02,
 111514,,  -0.1387943452000000E+01,   0.6720000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 109123,,  -0.2502340200000000E-01,   0.6710000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 180836,,   0.3216321330000000E+00,   0.6820000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 713239,,  -0.7513299900000001E-01,   0.6810000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 211316,,   0.2341326070000000E+00,   0.6800000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 175540,,   0.1364812800000000E-01,   0.6790000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 168341,,  -0.4091962530000000E+00,   0.6780000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 194847,,  -0.2015220610000000E+00,   0.6870000000000000E+03,   0.0000000000000000E+00,   0.3400000000000000E+02,
 166438,,  -0.6060755140000000E+00,   0.6860000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 113922,,  -0.1483539859000000E+01,   0.6850000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 176744,,   0.8461677590000000E+00,   0.6910000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 147636,,  -0.1048240490000000E+00,   0.6900000000000000E+03,   0.0000000000000000E+00,   0.2400000000000000E+02,
 251833,,  -0.1506931390000000E+00,   0.6960000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 210415,,  -0.8926384590000001E+00,   0.6950000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 199655,,  -0.2317954200000000E+00,   0.6940000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 820745,,   0.1881594401000000E+01,   0.7010000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 707749,,   0.3456808510000000E+00,   0.7000000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 592455,,  -0.2036080358000000E+01,   0.6990000000000000E+03,   0.0000000000000000E+00,   0.3500000000000000E+02,
 397861,,  -0.2779477287000000E+01,   0.7050000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 163331,,  -0.9339490700000000E-01,   0.7040000000000000E+03,   0.0000000000000000E+00,   0.3500000000000000E+02,
 519950,,   0.3505142300000000E+00,   0.7120000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 303624,,   0.1003147968000000E+01,   0.7110000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 159138,,  -0.2084908390000000E+00,   0.7100000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 130720,,  -0.8332234970000000E+00,   0.7150000000000000E+03,   0.0000000000000000E+00,   0.3400000000000000E+02,
 164030,,   0.2575772200000000E+00,   0.7190000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 183034,,  -0.3432671930000000E+00,   0.7240000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 137027,,   0.6142956690000000E+00,   0.7230000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 214221,,   0.1511459160000000E+01,   0.7310000000000000E+03,   0.0000000000000000E+00,   0.2500000000000000E+02,
 284646,,   0.1194442552000000E+01,   0.7300000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 207628,,  -0.2047298600000000E-01,   0.7290000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 223929,,  -0.1176076198000000E+01,   0.7360000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 124624,,  -0.1806883798000000E+01,   0.7350000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 112920,,   0.1364488748000000E+01,   0.7340000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 155635,,  -0.6616945950000001E+00,   0.7410000000000000E+03,   0.0000000000000000E+00,   0.2800000000000000E+02,
 151728,,   0.1199097546000000E+01,   0.7400000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 169141,,  -0.1167040059000000E+01,   0.7470000000000000E+03,   0.0000000000000000E+00,   0.2500000000000000E+02,
 150625,,   0.1231398320000000E+00,   0.7460000000000000E+03,   0.0000000000000000E+00,   0.2800000000000000E+02,
 122317,,  -0.1795366782000000E+01,   0.7450000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 485757,,  -0.4693234230000000E+00,   0.7520000000000000E+03,   0.0000000000000000E+00,   0.3400000000000000E+02,
 205119,,  -0.1077388555000000E+01,   0.7510000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 182840,,  -0.2114380772000000E+01,   0.7500000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 734045,,  -0.6006181090000000E+00,   0.7570000000000000E+03,   0.0000000000000000E+00,   0.2300000000000000E+02,
 467351,,  -0.1114714520000000E+01,   0.7560000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 397760,,  -0.1399962658000000E+01,   0.7550000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 668361,,   0.8882674700000000E-01,   0.7610000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 459453,,  -0.1213220909000000E+01,   0.7600000000000000E+03,   0.0000000000000000E+00,   0.2900000000000000E+02,
 205826,,  -0.1923267524000000E+01,   0.7650000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 105115,,   0.3748070200000000E+00,   0.7640000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 186141,,   0.6364227640000000E+00,   0.7690000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 573249,,  -0.5870519990000000E+00,   0.7750000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 368551,,   0.6637989920000000E-16,   0.7740000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 127933,,   0.5689611500000000E-01,   0.7720000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 191336,,  -0.1852989580000000E+00,   0.7730000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 147030,,  -0.1139771610000000E+00,   0.7780000000000000E+03,   0.0000000000000000E+00,   0.2900000000000000E+02,
 645551,,   0.9956520450000000E+00,   0.7840000000000000E+03,   0.0000000000000000E+00,   0.2500000000000000E+02,
 133625,,   0.1131812554000000E+01,   0.7830000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 129028,,   0.2247913950000000E+00,   0.7820000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 125222,,  -0.1049363416000000E+01,   0.7870000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 969476,,  -0.7552637510000000E+00,   0.7910000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 137532,,  -0.1691244810000000E+00,   0.7900000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 219231,,  -0.9662116310000000E+00,   0.7940000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 901038,,  -0.3264265750000000E+00,   0.8010000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 677766,,   0.6823905000000000E-02,   0.8000000000000000E+03,   0.0000000000000000E+00,   0.2900000000000000E+02,
 285446,,   0.1217982850000000E+01,   0.7990000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 910241,,   0.9062731590000001E+00,   0.8070000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 690152,,   0.4095455700000000E-01,   0.8060000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 150726,,   0.9339490700000000E-01,   0.8040000000000000E+03,   0.0000000000000000E+00,   0.2500000000000000E+02,
 531536,,   0.1382008318000000E+01,   0.8050000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 204218,,  -0.2444158253000000E+01,   0.8100000000000000E+03,   0.0000000000000000E+00,   0.2900000000000000E+02,
 211215,,  -0.7253463710000000E+00,   0.8140000000000000E+03,   0.0000000000000000E+00,   0.2900000000000000E+02,
 190031,,  -0.1819794300000000E-01,   0.8130000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 620434,,  -0.8494260140000000E+00,   0.8180000000000000E+03,   0.0000000000000000E+00,   0.2900000000000000E+02,
 178950,,   0.2552265910000000E+00,   0.8170000000000000E+03,   0.0000000000000000E+00,   0.3400000000000000E+02,
 930449,,   0.5390727450000000E+00,   0.8230000000000000E+03,   0.0000000000000000E+00,   0.2200000000000000E+02,
 334635,,  -0.1136139068000000E+01,   0.8220000000000000E+03,   0.0000000000000000E+00,   0.2400000000000000E+02,
 187143,,  -0.1267205920000000E+01,   0.8210000000000000E+03,   0.0000000000000000E+00,   0.2800000000000000E+02,
 826454,,  -0.5655674790000000E+00,   0.8270000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 154734,,   0.1347378258000000E+01,   0.8260000000000000E+03,   0.0000000000000000E+00,   0.3400000000000000E+02,
 212116,,   0.7223904670000000E+00,   0.8330000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 187850,,  -0.7643711470000000E+00,   0.8320000000000000E+03,   0.0000000000000000E+00,   0.2200000000000000E+02,
 123420,,   0.5285809350000000E+00,   0.8300000000000000E+03,   0.0000000000000000E+00,   0.2800000000000000E+02,
 181131,,   0.1406048852000000E+01,   0.8310000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 978578,,  -0.1180630489000000E+01,   0.8390000000000000E+03,   0.0000000000000000E+00,   0.3400000000000000E+02,
 694362,,  -0.6308621360000000E+00,   0.8380000000000000E+03,   0.0000000000000000E+00,   0.2200000000000000E+02,
 121416,,   0.2294207471000000E+01,   0.8360000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 148335,,  -0.1430930654000000E+01,   0.8370000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 152831,,  -0.5233568400000000E+00,   0.8460000000000000E+03,   0.0000000000000000E+00,   0.2900000000000000E+02,
 101107,,   0.2546231578000000E+01,   0.8450000000000000E+03,   0.0000000000000000E+00,   0.2200000000000000E+02,
 545345,,  -0.6197988900000000E+00,   0.8510000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 140824,,  -0.6280891300000000E+00,   0.8500000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 101915,,  -0.8396780410000000E+00,   0.8490000000000000E+03,   0.0000000000000000E+00,   0.3500000000000000E+02,
 191235,,  -0.2930159220000000E+00,   0.8560000000000000E+03,   0.0000000000000000E+00,   0.2400000000000000E+02,
 166640,,  -0.1575985580000000E+00,   0.8550000000000000E+03,   0.0000000000000000E+00,   0.2200000000000000E+02,
 114318,,   0.1077388555000000E+01,   0.8540000000000000E+03,   0.0000000000000000E+00,   0.2200000000000000E+02,
 199453,,   0.1025371730000000E+00,   0.8600000000000000E+03,   0.0000000000000000E+00,   0.2300000000000000E+02,
 135225,,   0.2015220610000000E+00,   0.8590000000000000E+03,   0.0000000000000000E+00,   0.2200000000000000E+02,
 211720,,  -0.9097082230000000E+00,   0.8640000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 199958,,   0.1127507123000000E+01,   0.8630000000000000E+03,   0.0000000000000000E+00,   0.3100000000000000E+02,
 748662,,   0.9111058900000001E-01,   0.8670000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 751348,,  -0.5816558020000000E+00,   0.8730000000000000E+03,   0.0000000000000000E+00,   0.2600000000000000E+02,
 137633,,   0.6253209460000000E+00,   0.8720000000000000E+03,   0.0000000000000000E+00,   0.2300000000000000E+02,
 102008,,  -0.8882674700000000E-01,   0.8700000000000000E+03,   0.0000000000000000E+00,   0.2400000000000000E+02,
 131924,,   0.1222772571000000E+01,   0.8710000000000000E+03,   0.0000000000000000E+00,   0.2200000000000000E+02,
 165032,,   0.2717114190000000E+00,   0.8770000000000000E+03,   0.0000000000000000E+00,   0.2400000000000000E+02,
 153833,,  -0.7766139480000001E+00,   0.8760000000000000E+03,   0.0000000000000000E+00,   0.2300000000000000E+02,
 955465,,  -0.7735423900000000E+00,   0.8810000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 989987,,  -0.3674965850000000E+00,   0.8850000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 947668,,  -0.1370281932000000E+01,   0.8840000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 683256,,  -0.1262145177000000E+01,   0.8890000000000000E+03,   0.0000000000000000E+00,   0.3000000000000000E+02,
 361941,,  -0.2717114190000000E+00,   0.8880000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 695768,,   0.1010700684000000E+01,   0.8930000000000000E+03,   0.0000000000000000E+00,   0.2700000000000000E+02,
 108828,,  -0.1254320850000000E+00,   0.8920000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
 622236,,  -0.1876134610000000E+00,   0.8960000000000000E+03,   0.0000000000000000E+00,   0.2300000000000000E+02,
 119126,,  -0.6253209460000000E+00,   0.8990000000000000E+03,   0.0000000000000000E+00,   0.2500000000000000E+02,
 987074,,  -0.1140486955000000E+01,   0.9040000000000000E+03,   0.0000000000000000E+00,   0.2400000000000000E+02,
 129634,,  -0.2906423540000000E+00,   0.9030000000000000E+03,   0.0000000000000000E+00,   0.2200000000000000E+02,
 567052,,  -0.4549250000000000E-02,   0.9080000000000000E+03,   0.0000000000000000E+00,   0.3300000000000000E+02,
 111716,,   0.1483929450000000E+00,   0.9070000000000000E+03,   0.0000000000000000E+00,   0.3200000000000000E+02,
